City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
688,Monrovia,LR,6.3005,-10.7969,78.57,82,20,6.17,light rain
689,Cordele,US,31.9635,-83.7824,87.35,48,2,5.64,clear sky
690,Bonnyville,CA,54.2668,-110.735,71.6,37,75,20.71,broken clouds
691,Jiangyou,CN,31.7667,104.7167,74.7,65,99,2.62,overcast clouds
692,Virginia Beach,US,36.8529,-75.978,78.01,64,20,6.91,few clouds
693,Cayenne,GF,4.9333,-52.3333,75.2,100,75,5.91,broken clouds
694,Enid,US,36.3956,-97.8784,68.0,94,40,4.61,scattered clouds
695,Freeport,US,40.6576,-73.5832,75.2,29,1,11.5,clear sky
696,Sorata,BO,-15.7667,-68.6333,43.83,90,75,0.76,broken clouds
697,Kloulklubed,PW,7.0419,134.2556,84.2,84,75,5.75,broken clouds
698,Chaozhou,CN,23.6651,116.6379,87.66,61,100,5.21,overcast clouds
699,Najran,SA,17.4924,44.1277,75.85,20,12,3.58,few clouds
700,Mackay,AU,-21.15,149.2,71.04,42,0,12.66,clear sky
701,Atbasar,KZ,51.8,68.3333,53.78,64,0,7.58,clear sky
